CommonName,ZSampleID,SurveyID,SampleDate,Survey,Comments.x,Station,Temp,TopEC,BottomEC,Secchi,Turbidity,Comments.y,Station20mm,Dilution,ZooCode,MeterStart,MeterEnd,totCount,totcells,totCountall,atotal,volume,CPUE,LCDtax,Year
Bosmina,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,61,340693,354577,5,2,396,150,6.230855285,24.07374159,BOSMINA,2000
calanoid copepodid,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,40,340693,354577,30,2,396,900,6.230855285,144.4424495,CALJUV,2000
copepod nauplii,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,12,340693,354577,122,2,396,3660,6.230855285,587.3992948,COPNAUP,2000
cyclopoid copepodid,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,20,340693,354577,12,2,396,360,6.230855285,57.77697981,CYCJUV,2000
Daphnia,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,62,340693,354577,1,2,396,30,6.230855285,4.814748318,DAPHNIA,2000
Eurytemora copepodid,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,41,340693,354577,12,2,396,360,6.230855285,57.77697981,EURYJUV,2000
Eurytemora spp.,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,34,340693,354577,9,2,396,270,6.230855285,43.33273486,EURYTEM,2000
Harpacticoids,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,59,340693,354577,12,2,396,360,6.230855285,57.77697981,HARPACT,2000
Other cladocera,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,69,340693,354577,3,2,396,90,6.230855285,14.44424495,OTHCLADO,2000
Other cyclopoid,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,29,340693,354577,2,2,396,60,6.230855285,9.629496635,OTHCYCAD,2000
Pseudodiaptomus copepodid,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,42,340693,354577,107,2,396,3210,6.230855285,515.17807,PDIAPJUV,2000
Pseudodiaptomus spp.,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,33,340693,354577,34,2,396,1020,6.230855285,163.7014428,OTHCALAD,2000
Sinocalanus,508 2000-05-17,275,5/17/2000,5,NA,508,16.6,225,219,30,NA,NA,508,60,35,340693,354577,41,2,396,1230,6.230855285,197.404681,SINOCAL,2000
calanoid copepodid,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,40,119342,130946,20,2,306,3000,5.207637909,576.0769187,CALJUV,2000
copepod nauplii,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,12,119342,130946,13,2,306,1950,5.207637909,374.4499971,COPNAUP,2000
cyclopoid copepodid,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,20,119342,130946,1,2,306,150,5.207637909,28.80384593,CYCJUV,2000
Eurytemora copepodid,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,41,119342,130946,2,2,306,300,5.207637909,57.60769187,EURYJUV,2000
Eurytemora spp.,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,34,119342,130946,3,2,306,450,5.207637909,86.4115378,EURYTEM,2000
Harpacticoids,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,59,119342,130946,3,2,306,450,5.207637909,86.4115378,HARPACT,2000
Limnoithona spp.,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,24,119342,130946,2,2,306,300,5.207637909,57.60769187,LIMNOSPP,2000
Ostracods,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,10,119342,130946,1,2,306,150,5.207637909,28.80384593,OSTRAC,2000
Pseudodiaptomus copepodid,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,42,119342,130946,141,2,306,21150,5.207637909,4061.342277,PDIAPJUV,2000
Pseudodiaptomus spp.,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,33,119342,130946,95,2,306,14250,5.207637909,2736.365364,OTHCALAD,2000
Sinocalanus,508 2000-05-31,283,5/31/2000,6,NA,508,21.2,295,309,36,NA,"Meter start number was not accurate.  Assumed a ""0"" was left off and was added.  MD.",508,300,35,119342,130946,25,2,306,3750,5.207637909,720.0961483,SINOCAL,2000
calanoid copepodid,508 2000-06-14,292,6/14/2000,7,NA,508,21.3,790,1010,18,NA,NA,508,200,40,740129,753026,9,1,199,1800,5.787909868,310.9930944,CALJUV,2000
copepod nauplii,508 2000-06-14,292,6/14/2000,7,NA,508,21.3,790,1010,18,NA,NA,508,200,12,740129,753026,1,1,199,200,5.787909868,34.55478827,COPNAUP,2000
Limnoithona spp.,508 2000-06-14,292,6/14/2000,7,NA,508,21.3,790,1010,18,NA,NA,508,200,24,740129,753026,1,1,199,200,5.787909868,34.55478827,LIMNOSPP,2000
Pseudodiaptomus copepodid,508 2000-06-14,292,6/14/2000,7,NA,508,21.3,790,1010,18,NA,NA,508,200,42,740129,753026,49,1,199,9800,5.787909868,1693.184625,PDIAPJUV,2000
Pseudodiaptomus spp.,508 2000-06-14,292,6/14/2000,7,NA,508,21.3,790,1010,18,NA,NA,508,200,33,740129,753026,126,1,199,25200,5.787909868,4353.903322,OTHCALAD,2000
Sinocalanus,508 2000-06-14,292,6/14/2000,7,NA,508,21.3,790,1010,18,NA,NA,508,200,35,740129,753026,13,1,199,2600,5.787909868,449.2122475,SINOCAL,2000
Acanthocyclops,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,21,462657,474792,1,2,352,20,5.44593985,3.672460686,AVERNAL,2000
Acartia spp.,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,31,462657,474792,1,2,352,20,5.44593985,3.672460686,ACARTIA,2000
barnacle nauplii,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,11,462657,474792,3,2,352,60,5.44593985,11.01738206,BARNNAUP,2000
calanoid copepodid,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,40,462657,474792,9,2,352,180,5.44593985,33.05214618,CALJUV,2000
copepod nauplii,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,12,462657,474792,7,2,352,140,5.44593985,25.7072248,COPNAUP,2000
cyclopoid copepodid,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,20,462657,474792,7,2,352,140,5.44593985,25.7072248,CYCJUV,2000
Diaphanosoma,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,63,462657,474792,1,2,352,20,5.44593985,3.672460686,DIAPHAN,2000
Harpacticoids,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,59,462657,474792,6,2,352,120,5.44593985,22.03476412,HARPACT,2000
Limnoithona spp.,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,24,462657,474792,12,2,352,240,5.44593985,44.06952824,LIMNOSPP,2000
Other rotifer,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,2,462657,474792,1,2,352,20,5.44593985,3.672460686,OTHROT,2000
Pseudodiaptomus copepodid,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,42,462657,474792,32,2,352,640,5.44593985,117.518742,PDIAPJUV,2000
Pseudodiaptomus spp.,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,33,462657,474792,248,2,352,4960,5.44593985,910.7702502,OTHCALAD,2000
Sinocalanus,508 2000-06-30,300,6/30/2000,8,NA,508,22.7,3292,3316,27,NA,NA,508,40,35,462657,474792,24,2,352,480,5.44593985,88.13905647,SINOCAL,2000
Acanthocyclops,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,21,770549,782631,3,2,212,45,5.422154534,8.299283932,AVERNAL,2000
barnacle nauplii,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,11,770549,782631,1,2,212,15,5.422154534,2.766427977,BARNNAUP,2000
calanoid copepodid,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,40,770549,782631,9,2,212,135,5.422154534,24.8978518,CALJUV,2000
copepod nauplii,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,12,770549,782631,11,2,212,165,5.422154534,30.43070775,COPNAUP,2000
cyclopoid copepodid,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,20,770549,782631,2,2,212,30,5.422154534,5.532855955,CYCJUV,2000
Harpacticoids,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,59,770549,782631,3,2,212,45,5.422154534,8.299283932,HARPACT,2000
Limnoithona spp.,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,24,770549,782631,4,2,212,60,5.422154534,11.06571191,LIMNOSPP,2000
Ostracods,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,10,770549,782631,1,2,212,15,5.422154534,2.766427977,OSTRAC,2000
Other cyclopoid,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,29,770549,782631,2,2,212,30,5.422154534,5.532855955,OTHCYCAD,2000
Pseudodiaptomus copepodid,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,42,770549,782631,40,2,212,600,5.422154534,110.6571191,PDIAPJUV,2000
Pseudodiaptomus spp.,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,33,770549,782631,133,2,212,1995,5.422154534,367.934921,OTHCALAD,2000
Sinocalanus,508 2000-07-14,304,7/14/2000,9,NA,508,19.3,3738,3788,18,NA,NA,508,30,35,770549,782631,3,2,212,45,5.422154534,8.299283932,SINOCAL,2000
Acanthocyclops,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,21,160203,169455,5,1,195,150,4.152108405,36.12622441,AVERNAL,2001
Acartiella,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,37,160203,169455,2,1,195,60,4.152108405,14.45048976,ACARTELA,2001
Bosmina,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,61,160203,169455,8,1,195,240,4.152108405,57.80195905,BOSMINA,2001
calanoid copepodid,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,40,160203,169455,63,1,195,1890,4.152108405,455.1904275,CALJUV,2001
copepod nauplii,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,12,160203,169455,3,1,195,90,4.152108405,21.67573464,COPNAUP,2001
Cumaceans,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,72,160203,169455,1,1,195,30,4.152108405,7.225244881,CUMAC,2001
cyclopoid copepodid,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,20,160203,169455,39,1,195,1170,4.152108405,281.7845504,CYCJUV,2001
Daphnia,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,62,160203,169455,2,1,195,60,4.152108405,14.45048976,DAPHNIA,2001
Eurytemora copepodid,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,41,160203,169455,37,1,195,1110,4.152108405,267.3340606,EURYJUV,2001
Eurytemora spp.,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,34,160203,169455,15,1,195,450,4.152108405,108.3786732,EURYTEM,2001
Harpacticoids,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,59,160203,169455,7,1,195,210,4.152108405,50.57671417,HARPACT,2001
Oithona davisae,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,23,160203,169455,1,1,195,30,4.152108405,7.225244881,OITHDAV,2001
Ostracods,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,10,160203,169455,1,1,195,30,4.152108405,7.225244881,OSTRAC,2001
Other cladocera,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,69,160203,169455,2,1,195,60,4.152108405,14.45048976,OTHCLADO,2001
Other cyclopoid,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,29,160203,169455,3,1,195,90,4.152108405,21.67573464,OTHCYCAD,2001
Pseudodiaptomus copepodid,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,42,160203,169455,1,1,195,30,4.152108405,7.225244881,PDIAPJUV,2001
Sinocalanus,508 2001-03-21,308,3/21/2001,1,NA,508,15.7,1307,2505,27,NA,NA,508,30,35,160203,169455,5,1,195,150,4.152108405,36.12622441,SINOCAL,2001
Acanthocyclops,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,21,67595,75638,9,2,188,90,3.609533928,24.93396704,AVERNAL,2001
Bosmina,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,61,67595,75638,3,2,188,30,3.609533928,8.311322348,BOSMINA,2001
calanoid copepodid,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,40,67595,75638,29,2,188,290,3.609533928,80.3427827,CALJUV,2001
copepod nauplii,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,12,67595,75638,53,2,188,530,3.609533928,146.8333615,COPNAUP,2001
Cumaceans,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,72,67595,75638,1,2,188,10,3.609533928,2.770440783,CUMAC,2001
cyclopoid copepodid,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,20,67595,75638,19,2,188,190,3.609533928,52.63837487,CYCJUV,2001
Daphnia,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,62,67595,75638,1,2,188,10,3.609533928,2.770440783,DAPHNIA,2001
Eurytemora copepodid,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,41,67595,75638,26,2,188,260,3.609533928,72.03146035,EURYJUV,2001
Eurytemora spp.,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,34,67595,75638,9,2,188,90,3.609533928,24.93396704,EURYTEM,2001
Harpacticoids,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,59,67595,75638,16,2,188,160,3.609533928,44.32705252,HARPACT,2001
Limnoithona spp.,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,24,67595,75638,19,2,188,190,3.609533928,52.63837487,LIMNOSPP,2001
Other cladocera,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,69,67595,75638,1,2,188,10,3.609533928,2.770440783,OTHCLADO,2001
Sinocalanus,508 2001-04-04,314,4/4/2001,2,NA,508,15.6,754,847,28,NA,NA,508,20,35,67595,75638,2,2,188,20,3.609533928,5.540881565,SINOCAL,2001
Acanthocyclops,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,21,247222,258659,2,4,213,25,5.132691724,4.870738658,AVERNAL,2001
barnacle nauplii,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,11,247222,258659,11,4,213,137.5,5.132691724,26.78906262,BARNNAUP,2001
Bosmina,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,61,247222,258659,2,4,213,25,5.132691724,4.870738658,BOSMINA,2001
calanoid copepodid,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,40,247222,258659,48,4,213,600,5.132691724,116.8977278,CALJUV,2001
copepod nauplii,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,12,247222,258659,67,4,213,837.5,5.132691724,163.1697451,COPNAUP,2001
cyclopoid copepodid,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,20,247222,258659,5,4,213,62.5,5.132691724,12.17684665,CYCJUV,2001
Daphnia,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,62,247222,258659,1,4,213,12.5,5.132691724,2.435369329,DAPHNIA,2001
Eurytemora copepodid,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,41,247222,258659,15,4,213,187.5,5.132691724,36.53053994,EURYJUV,2001
Eurytemora spp.,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,34,247222,258659,3,4,213,37.5,5.132691724,7.306107988,EURYTEM,2001
Harpacticoids,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,59,247222,258659,26,4,213,325,5.132691724,63.31960256,HARPACT,2001
Limnoithona spp.,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,24,247222,258659,29,4,213,362.5,5.132691724,70.62571055,LIMNOSPP,2001
Other cyclopoid,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,29,247222,258659,1,4,213,12.5,5.132691724,2.435369329,OTHCYCAD,2001
Pseudodiaptomus copepodid,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,42,247222,258659,1,4,213,12.5,5.132691724,2.435369329,PDIAPJUV,2001
Sinocalanus,508 2001-04-18,320,4/18/2001,3,NA,508,16,1642,3348,21,NA,NA,508,50,35,247222,258659,2,4,213,25,5.132691724,4.870738658,SINOCAL,2001
Acanthocyclops,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,21,700697,716341,7,2,384,175,7.020707294,24.9262635,AVERNAL,2001
Acartiella,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,37,700697,716341,1,2,384,25,7.020707294,3.560894786,ACARTELA,2001
Annelid worms,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,1,700697,716341,1,2,384,25,7.020707294,3.560894786,ANNELID,2001
barnacle nauplii,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,11,700697,716341,2,2,384,50,7.020707294,7.121789573,BARNNAUP,2001
Bosmina,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,61,700697,716341,14,2,384,350,7.020707294,49.85252701,BOSMINA,2001
calanoid copepodid,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,40,700697,716341,114,2,384,2850,7.020707294,405.9420056,CALJUV,2001
copepod nauplii,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,12,700697,716341,87,2,384,2175,7.020707294,309.7978464,COPNAUP,2001
Cumaceans,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,72,700697,716341,1,2,384,25,7.020707294,3.560894786,CUMAC,2001
cyclopoid copepodid,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,20,700697,716341,11,2,384,275,7.020707294,39.16984265,CYCJUV,2001
Eurytemora copepodid,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,41,700697,716341,42,2,384,1050,7.020707294,149.557581,EURYJUV,2001
Eurytemora spp.,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,34,700697,716341,12,2,384,300,7.020707294,42.73073744,EURYTEM,2001
Harpacticoids,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,59,700697,716341,10,2,384,250,7.020707294,35.60894786,HARPACT,2001
Limnoithona spp.,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,24,700697,716341,26,2,384,650,7.020707294,92.58326444,LIMNOSPP,2001
Ostracods,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,10,700697,716341,1,2,384,25,7.020707294,3.560894786,OSTRAC,2001
Other cladocera,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,69,700697,716341,2,2,384,50,7.020707294,7.121789573,OTHCLADO,2001
Other cyclopoid,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,29,700697,716341,1,2,384,25,7.020707294,3.560894786,OTHCYCAD,2001
Pseudodiaptomus copepodid,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,42,700697,716341,2,2,384,50,7.020707294,7.121789573,PDIAPJUV,2001
Sinocalanus,508 2001-05-03,326,5/3/2001,4,NA,508,17.2,942,970,20,NA,"Wind blowing us into shore, could not adhere to tow schedule.",508,50,35,700697,716341,50,2,384,1250,7.020707294,178.0447393,SINOCAL,2001
Acartiella,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,37,986840,1212,2,2,318,50,6.449859706,7.752106601,ACARTELA,2001
barnacle nauplii,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,11,986840,1212,13,2,318,325,6.449859706,50.38869291,BARNNAUP,2001
Bosmina,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,61,986840,1212,1,2,318,25,6.449859706,3.876053301,BOSMINA,2001
calanoid copepodid,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,40,986840,1212,58,2,318,1450,6.449859706,224.8110914,CALJUV,2001
copepod nauplii,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,12,986840,1212,8,2,318,200,6.449859706,31.0084264,COPNAUP,2001
cyclopoid copepodid,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,20,986840,1212,6,2,318,150,6.449859706,23.2563198,CYCJUV,2001
Daphnia,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,62,986840,1212,1,2,318,25,6.449859706,3.876053301,DAPHNIA,2001
Eurytemora copepodid,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,41,986840,1212,32,2,318,800,6.449859706,124.0337056,EURYJUV,2001
Eurytemora spp.,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,34,986840,1212,14,2,318,350,6.449859706,54.26474621,EURYTEM,2001
Harpacticoids,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,59,986840,1212,7,2,318,175,6.449859706,27.1323731,HARPACT,2001
Limnoithona spp.,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,24,986840,1212,27,2,318,675,6.449859706,104.6534391,LIMNOSPP,2001
Other cyclopoid,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,29,986840,1212,1,2,318,25,6.449859706,3.876053301,OTHCYCAD,2001
Other rotifer,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,2,986840,1212,1,2,318,25,6.449859706,3.876053301,OTHROT,2001
Pseudodiaptomus copepodid,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,42,986840,1212,17,2,318,425,6.449859706,65.89290611,PDIAPJUV,2001
Pseudodiaptomus spp.,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,33,986840,1212,6,2,318,150,6.449859706,23.2563198,OTHCALAD,2001
Sinocalanus,508 2001-05-16,332,5/16/2001,5,NA,508,19.5,4373,7630,36,NA,NA,508,50,35,986840,1212,124,2,318,3100,6.449859706,480.6306093,SINOCAL,2001
Acanthocyclops,508 2001-05-31,338,5/31/2001,6,NA,508,22,4545,6300,28,NA,NA,508,50,21,421072,428279,1,3,257,16.66666667,3.234354223,5.153012167,AVERNAL,2001
barnacle nauplii,508 2001-05-31,338,5/31/2001,6,NA,508,22,4545,6300,28,NA,NA,508,50,11,421072,428279,4,3,257,66.66666667,3.234354223,20.61204867,BARNNAUP,2001
calanoid copepodid,508 2001-05-31,338,5/31/2001,6,NA,508,22,4545,6300,28,NA,NA,508,50,40,421072,428279,50,3,257,833.3333333,3.234354223,257.6506084,CALJUV,2001
copepod nauplii,508 2001-05-31,338,5/31/2001,6,NA,508,22,4545,6300,28,NA,NA,508,50,12,421072,428279,15,3,257,250,3.234354223,77.29518251,COPNAUP,2001
